('sys.path:\n', ['/home/chaoyan/Documents/DL/beta_vae_mol/bo', '/home/chaoyan/anaconda3/envs/torch41/lib/python27.zip', '/home/chaoyan/anaconda3/envs/torch41/lib/python2.7', '/home/chaoyan/anaconda3/envs/torch41/lib/python2.7/plat-linux2', '/home/chaoyan/anaconda3/envs/torch41/lib/python2.7/lib-tk', '/home/chaoyan/anaconda3/envs/torch41/lib/python2.7/lib-old', '/home/chaoyan/anaconda3/envs/torch41/lib/python2.7/lib-dynload', '/home/chaoyan/anaconda3/envs/torch41/lib/python2.7/site-packages', '/home/chaoyan/anaconda3/envs/torch41/lib/python2.7/site-packages/Theano-0.8.0-py2.7.egg', '/home/chaoyan/Documents/DL/beta_vae_mol'])
Namespace(batch_size=128, dropout=0.5, embedding_size=48, enc_bidir=True, generate_samples=False, grad_clip=5.0, latent_size=56, layer_size=512, logdir='/mnt/Data/DL/tmp/beta_vae_mol', max_len=75, n_layers=2, num_epochs=151, random_seed=10, restore='/mnt/Data/DL/tmp/beta_vae_mol/baseline/checkpoints/150', save_dir='guided_results10', tag='', test_mode=False, wd=0.0001, weighted_loss=False)
('X_train', <type 'numpy.ndarray'>, (224510, 56))
('y_train', <type 'numpy.ndarray'>, (224510, 1))
(249456, 249456, 249456)
('load vocab from:', '../data/vacab')
Epoch: 0, Mini-batch: 20 of 45 - Energy: 12480.6108105 Time: 0.27854681015
Epoch: 0, Mini-batch: 21 of 45 - Energy: 11948.324101 Time: 0.319673061371
Epoch: 0, Mini-batch: 22 of 45 - Energy: 11793.7026952 Time: 0.320546150208
Epoch: 0, Mini-batch: 23 of 45 - Energy: 11547.5159801 Time: 0.319915056229
Epoch: 0, Mini-batch: 24 of 45 - Energy: 11209.3241492 Time: 0.255602121353
Epoch: 0, Mini-batch: 25 of 45 - Energy: 11339.8368157 Time: 0.218528985977
Epoch: 0, Mini-batch: 26 of 45 - Energy: 11312.9706424 Time: 0.21418094635
Epoch: 0, Mini-batch: 27 of 45 - Energy: 11053.9077049 Time: 0.215570926666
Epoch: 0, Mini-batch: 28 of 45 - Energy: 10695.6204444 Time: 0.214246034622
Epoch: 0, Mini-batch: 29 of 45 - Energy: 11872.2536322 Time: 0.214754104614
Epoch: 0, Mini-batch: 30 of 45 - Energy: 10955.2080638 Time: 0.215263128281
Epoch: 0, Mini-batch: 31 of 45 - Energy: 10783.3323665 Time: 0.213222980499
Epoch: 0, Mini-batch: 32 of 45 - Energy: 11993.595222 Time: 0.213973999023
Epoch: 0, Mini-batch: 33 of 45 - Energy: 11843.1164806 Time: 0.213339805603
Epoch: 0, Mini-batch: 34 of 45 - Energy: 10586.3463285 Time: 0.213128805161
Epoch: 0, Mini-batch: 35 of 45 - Energy: 10920.6676695 Time: 0.212285995483
Epoch: 0, Mini-batch: 36 of 45 - Energy: 10393.4935773 Time: 0.212270021439
Epoch: 0, Mini-batch: 37 of 45 - Energy: 10288.3313827 Time: 0.214827060699
Epoch: 0, Mini-batch: 38 of 45 - Energy: 10465.6745856 Time: 0.213768005371
Epoch: 0, Mini-batch: 39 of 45 - Energy: 10103.0699664 Time: 0.212597846985
Epoch: 0, Mini-batch: 40 of 45 - Energy: 10252.3836048 Time: 0.21266913414
Epoch: 0, Mini-batch: 41 of 45 - Energy: 10399.7937964 Time: 0.212267160416
Epoch: 0, Mini-batch: 42 of 45 - Energy: 9874.25985308 Time: 0.212269067764
Epoch: 0, Mini-batch: 43 of 45 - Energy: 10157.5872503 Time: 0.214568853378
Epoch: 0, Mini-batch: 44 of 45 - Energy: 8989.16859181 Time: 0.20507478714
Test error: 1.65477856459 Test ll: -2.07352429523
Train error: 1.61833496724 Train ll: -2.03161733399
Epoch: 1, Mini-batch: 0 of 45 - Energy: 9955.18467099 Time: 0.219036102295
Epoch: 1, Mini-batch: 1 of 45 - Energy: 10182.6072094 Time: 0.212752103806
Epoch: 1, Mini-batch: 2 of 45 - Energy: 10091.8732031 Time: 0.213537931442
Epoch: 1, Mini-batch: 3 of 45 - Energy: 11018.3798288 Time: 0.215130090714
Epoch: 1, Mini-batch: 4 of 45 - Energy: 10123.7787085 Time: 0.214066982269
Epoch: 1, Mini-batch: 5 of 45 - Energy: 9745.3736249 Time: 0.212859869003
Epoch: 1, Mini-batch: 6 of 45 - Energy: 10033.8457501 Time: 0.214290142059
Epoch: 1, Mini-batch: 7 of 45 - Energy: 10263.7856125 Time: 0.214915990829
Epoch: 1, Mini-batch: 8 of 45 - Energy: 9398.85133193 Time: 0.215434074402
Epoch: 1, Mini-batch: 9 of 45 - Energy: 9842.35442835 Time: 0.213294029236
Epoch: 1, Mini-batch: 10 of 45 - Energy: 10210.3536059 Time: 0.213598966599
Epoch: 1, Mini-batch: 11 of 45 - Energy: 10172.6346298 Time: 0.213323116302
Epoch: 1, Mini-batch: 12 of 45 - Energy: 10377.3604676 Time: 0.215191841125
Epoch: 1, Mini-batch: 13 of 45 - Energy: 9684.54771236 Time: 0.212603807449
Epoch: 1, Mini-batch: 14 of 45 - Energy: 10102.4106336 Time: 0.213667154312
Epoch: 1, Mini-batch: 15 of 45 - Energy: 9761.91043244 Time: 0.21240901947
Epoch: 1, Mini-batch: 16 of 45 - Energy: 9882.34414144 Time: 0.213606119156
Epoch: 1, Mini-batch: 17 of 45 - Energy: 9610.78600707 Time: 0.21466588974
Epoch: 1, Mini-batch: 18 of 45 - Energy: 9780.87430662 Time: 0.212621212006
Epoch: 1, Mini-batch: 19 of 45 - Energy: 9629.83344663 Time: 0.216627120972
Epoch: 1, Mini-batch: 20 of 45 - Energy: 10204.8967909 Time: 0.214025020599
Epoch: 1, Mini-batch: 21 of 45 - Energy: 11160.9421873 Time: 0.214640855789
Epoch: 1, Mini-batch: 22 of 45 - Energy: 10958.2410404 Time: 0.214491128922
Epoch: 1, Mini-batch: 23 of 45 - Energy: 10317.8428064 Time: 0.213250875473
Epoch: 1, Mini-batch: 24 of 45 - Energy: 9454.71273935 Time: 0.221306085587
Epoch: 1, Mini-batch: 25 of 45 - Energy: 10455.7497565 Time: 0.217078208923
Epoch: 1, Mini-batch: 26 of 45 - Energy: 9628.20336343 Time: 0.214215993881
Epoch: 1, Mini-batch: 27 of 45 - Energy: 9447.29888085 Time: 0.213866949081
Epoch: 1, Mini-batch: 28 of 45 - Energy: 10025.940951 Time: 0.283100128174
Epoch: 1, Mini-batch: 29 of 45 - Energy: 9636.2416962 Time: 0.321064949036
Epoch: 1, Mini-batch: 30 of 45 - Energy: 9905.24107486 Time: 0.261958837509
Epoch: 1, Mini-batch: 31 of 45 - Energy: 9718.569751 Time: 0.302687883377
Epoch: 1, Mini-batch: 32 of 45 - Energy: 9683.8281685 Time: 0.30789399147
Epoch: 1, Mini-batch: 33 of 45 - Energy: 9826.68247214 Time: 0.238788127899
Epoch: 1, Mini-batch: 34 of 45 - Energy: 9557.05250384 Time: 0.215492963791
Epoch: 1, Mini-batch: 35 of 45 - Energy: 10129.1580746 Time: 0.214869976044
Epoch: 1, Mini-batch: 36 of 45 - Energy: 9802.33840997 Time: 0.213396072388
Epoch: 1, Mini-batch: 37 of 45 - Energy: 9816.99731068 Time: 0.213580131531
Epoch: 1, Mini-batch: 38 of 45 - Energy: 9817.09432579 Time: 0.213263988495
Epoch: 1, Mini-batch: 39 of 45 - Energy: 9912.7008439 Time: 0.215829849243
Epoch: 1, Mini-batch: 40 of 45 - Energy: 9429.67311898 Time: 0.213610172272
Epoch: 1, Mini-batch: 41 of 45 - Energy: 9429.79242802 Time: 0.213781833649
Epoch: 1, Mini-batch: 42 of 45 - Energy: 9628.29253604 Time: 0.213886022568
Epoch: 1, Mini-batch: 43 of 45 - Energy: 10237.4078791 Time: 0.299466848373
Epoch: 1, Mini-batch: 44 of 45 - Energy: 9228.98185184 Time: 0.306753873825
Test error: 1.61177168412 Test ll: -2.00596225797
Train error: 1.57101761287 Train ll: -1.96162737392
Epoch: 2, Mini-batch: 0 of 45 - Energy: 9803.59295259 Time: 0.213016033173
Epoch: 2, Mini-batch: 1 of 45 - Energy: 9923.97800631 Time: 0.321788072586
Epoch: 2, Mini-batch: 2 of 45 - Energy: 9814.38529379 Time: 0.321048974991
Epoch: 2, Mini-batch: 3 of 45 - Energy: 9394.04829475 Time: 0.321084022522
Epoch: 2, Mini-batch: 4 of 45 - Energy: 10120.3538818 Time: 0.32123708725
Epoch: 2, Mini-batch: 5 of 45 - Energy: 9456.63386822 Time: 0.321059942245
Epoch: 2, Mini-batch: 6 of 45 - Energy: 9789.28123037 Time: 0.322190999985
Epoch: 2, Mini-batch: 7 of 45 - Energy: 9800.34684969 Time: 0.319649934769
Epoch: 2, Mini-batch: 8 of 45 - Energy: 9535.18493947 Time: 0.326154947281
Epoch: 2, Mini-batch: 9 of 45 - Energy: 9122.44385528 Time: 0.236465930939
Epoch: 2, Mini-batch: 10 of 45 - Energy: 9905.97615682 Time: 0.216964006424
Epoch: 2, Mini-batch: 11 of 45 - Energy: 9574.15567543 Time: 0.215710878372
Epoch: 2, Mini-batch: 12 of 45 - Energy: 9718.47030263 Time: 0.217230081558
Epoch: 2, Mini-batch: 13 of 45 - Energy: 10385.8746742 Time: 0.251056909561
Epoch: 2, Mini-batch: 14 of 45 - Energy: 9176.62941829 Time: 0.318948030472
Epoch: 2, Mini-batch: 15 of 45 - Energy: 10030.272766 Time: 0.318872928619
Epoch: 2, Mini-batch: 16 of 45 - Energy: 9598.80099784 Time: 0.319900035858
Epoch: 2, Mini-batch: 17 of 45 - Energy: 10159.2752944 Time: 0.27080988884
Epoch: 2, Mini-batch: 18 of 45 - Energy: 9562.33844207 Time: 0.217488050461
Epoch: 2, Mini-batch: 19 of 45 - Energy: 9683.12580343 Time: 0.213130950928
Epoch: 2, Mini-batch: 20 of 45 - Energy: 9507.47439864 Time: 0.213994979858
Epoch: 2, Mini-batch: 21 of 45 - Energy: 9998.93854782 Time: 0.216157197952
Epoch: 2, Mini-batch: 22 of 45 - Energy: 9728.09140735 Time: 0.21186709404
Epoch: 2, Mini-batch: 23 of 45 - Energy: 9943.26948639 Time: 0.212164878845
Epoch: 2, Mini-batch: 24 of 45 - Energy: 9739.91322839 Time: 0.213460922241
Epoch: 2, Mini-batch: 25 of 45 - Energy: 10566.6645538 Time: 0.213102817535
Epoch: 2, Mini-batch: 26 of 45 - Energy: 10281.7145256 Time: 0.21416592598
Epoch: 2, Mini-batch: 27 of 45 - Energy: 9646.16018264 Time: 0.213684082031
Epoch: 2, Mini-batch: 28 of 45 - Energy: 10057.4532555 Time: 0.213404893875
Epoch: 2, Mini-batch: 29 of 45 - Energy: 9339.62419317 Time: 0.21309709549
Epoch: 2, Mini-batch: 30 of 45 - Energy: 9610.82684853 Time: 0.214600086212
Epoch: 2, Mini-batch: 31 of 45 - Energy: 9728.24918529 Time: 0.21438908577
Epoch: 2, Mini-batch: 32 of 45 - Energy: 9601.94327436 Time: 0.21348118782
Epoch: 2, Mini-batch: 33 of 45 - Energy: 9521.0958297 Time: 0.212901115417
Epoch: 2, Mini-batch: 34 of 45 - Energy: 10026.8782824 Time: 0.214058876038
Epoch: 2, Mini-batch: 35 of 45 - Energy: 9831.31079241 Time: 0.213369131088
Epoch: 2, Mini-batch: 36 of 45 - Energy: 10337.0728212 Time: 0.214328050613
Epoch: 2, Mini-batch: 37 of 45 - Energy: 9318.35439798 Time: 0.213088035583
Epoch: 2, Mini-batch: 38 of 45 - Energy: 9778.06173392 Time: 0.213108778
Epoch: 2, Mini-batch: 39 of 45 - Energy: 10379.5227964 Time: 0.213352918625
Epoch: 2, Mini-batch: 40 of 45 - Energy: 10475.8262444 Time: 0.214152097702
Epoch: 2, Mini-batch: 41 of 45 - Energy: 9544.70917335 Time: 0.216925144196
Epoch: 2, Mini-batch: 42 of 45 - Energy: 9624.93035431 Time: 0.214990854263
Epoch: 2, Mini-batch: 43 of 45 - Energy: 10131.9683322 Time: 0.215107917786
Epoch: 2, Mini-batch: 44 of 45 - Energy: 8221.63363248 Time: 0.198310136795
Test error: 1.60648904891 Test ll: -1.9871496152
Train error: 1.56241928663 Train ll: -1.94071472682
Epoch: 3, Mini-batch: 0 of 45 - Energy: 9613.28758963 Time: 0.214266061783
Epoch: 3, Mini-batch: 1 of 45 - Energy: 9603.69368494 Time: 0.212594985962
Epoch: 3, Mini-batch: 2 of 45 - Energy: 9540.53718423 Time: 0.212623119354
Epoch: 3, Mini-batch: 3 of 45 - Energy: 9582.44672859 Time: 0.214015007019
Epoch: 3, Mini-batch: 4 of 45 - Energy: 9396.10590083 Time: 0.214472055435
Epoch: 3, Mini-batch: 5 of 45 - Energy: 9784.16508445 Time: 0.213827848434
Epoch: 3, Mini-batch: 6 of 45 - Energy: 10106.1506694 Time: 0.216138124466
Epoch: 3, Mini-batch: 7 of 45 - Energy: 9576.58896556 Time: 0.214855909348
Epoch: 3, Mini-batch: 8 of 45 - Energy: 9476.92638963 Time: 0.213003158569
Epoch: 3, Mini-batch: 9 of 45 - Energy: 10125.7497695 Time: 0.213696956635
Epoch: 3, Mini-batch: 10 of 45 - Energy: 9669.88644166 Time: 0.21346783638
Epoch: 3, Mini-batch: 11 of 45 - Energy: 10103.5061375 Time: 0.21497297287
Epoch: 3, Mini-batch: 12 of 45 - Energy: 9268.65511033 Time: 0.217005968094
Epoch: 3, Mini-batch: 13 of 45 - Energy: 9443.48157472 Time: 0.213977098465
Epoch: 3, Mini-batch: 14 of 45 - Energy: 10074.2451139 Time: 0.213633060455
Epoch: 3, Mini-batch: 15 of 45 - Energy: 10441.3466354 Time: 0.211551189423
Epoch: 3, Mini-batch: 16 of 45 - Energy: 9055.17290717 Time: 0.212265014648
Epoch: 3, Mini-batch: 17 of 45 - Energy: 9865.24845516 Time: 0.213640928268
Epoch: 3, Mini-batch: 18 of 45 - Energy: 10374.6733819 Time: 0.214298963547
Epoch: 3, Mini-batch: 19 of 45 - Energy: 9776.67654099 Time: 0.214267015457
Epoch: 3, Mini-batch: 20 of 45 - Energy: 9734.57760647 Time: 0.213503837585
Epoch: 3, Mini-batch: 21 of 45 - Energy: 9859.83918515 Time: 0.216125011444
Epoch: 3, Mini-batch: 22 of 45 - Energy: 9879.4196227 Time: 0.221740961075
Epoch: 3, Mini-batch: 23 of 45 - Energy: 9283.03002039 Time: 0.215116977692
Epoch: 3, Mini-batch: 24 of 45 - Energy: 9356.632883 Time: 0.214329004288
Epoch: 3, Mini-batch: 25 of 45 - Energy: 9436.74005327 Time: 0.217607021332
Epoch: 3, Mini-batch: 26 of 45 - Energy: 9266.80303893 Time: 0.215224981308
Epoch: 3, Mini-batch: 27 of 45 - Energy: 10065.3154858 Time: 0.214658975601
Epoch: 3, Mini-batch: 28 of 45 - Energy: 9700.64292093 Time: 0.215398073196
Epoch: 3, Mini-batch: 29 of 45 - Energy: 9817.13878612 Time: 0.284322023392
Epoch: 3, Mini-batch: 30 of 45 - Energy: 9178.56750858 Time: 0.285882949829
Epoch: 3, Mini-batch: 31 of 45 - Energy: 9901.74679863 Time: 0.319132089615
Epoch: 3, Mini-batch: 32 of 45 - Energy: 10152.4042193 Time: 0.318300962448
Epoch: 3, Mini-batch: 33 of 45 - Energy: 9702.42878062 Time: 0.318160057068
Epoch: 3, Mini-batch: 34 of 45 - Energy: 9428.95159747 Time: 0.289007902145
Epoch: 3, Mini-batch: 35 of 45 - Energy: 9710.00560035 Time: 0.290089130402
Epoch: 3, Mini-batch: 36 of 45 - Energy: 9949.31007813 Time: 0.289169788361
Epoch: 3, Mini-batch: 37 of 45 - Energy: 9368.80085478 Time: 0.289159059525
Epoch: 3, Mini-batch: 38 of 45 - Energy: 9253.55872718 Time: 0.289123058319
Epoch: 3, Mini-batch: 39 of 45 - Energy: 9569.01290262 Time: 0.254961013794
Epoch: 3, Mini-batch: 40 of 45 - Energy: 9208.74285524 Time: 0.215225934982
Epoch: 3, Mini-batch: 41 of 45 - Energy: 10051.9572127 Time: 0.220007896423
Epoch: 3, Mini-batch: 42 of 45 - Energy: 9623.76631257 Time: 0.212669849396
Epoch: 3, Mini-batch: 43 of 45 - Energy: 9668.04098993 Time: 0.221923828125
Epoch: 3, Mini-batch: 44 of 45 - Energy: 8576.82144757 Time: 0.268409967422
Test error: 1.59440267342 Test ll: -1.96245457862
Train error: 1.55095860958 Train ll: -1.91852435755
Epoch: 4, Mini-batch: 0 of 45 - Energy: 9372.32013508 Time: 0.214528083801
Epoch: 4, Mini-batch: 1 of 45 - Energy: 9200.50741429 Time: 0.213657855988
Epoch: 4, Mini-batch: 2 of 45 - Energy: 9757.14197745 Time: 0.214517831802
Epoch: 4, Mini-batch: 3 of 45 - Energy: 9591.61140768 Time: 0.213684082031
Epoch: 4, Mini-batch: 4 of 45 - Energy: 9181.14070677 Time: 0.213237047195
Epoch: 4, Mini-batch: 5 of 45 - Energy: 9465.79180077 Time: 0.213290929794
Epoch: 4, Mini-batch: 6 of 45 - Energy: 9366.86729158 Time: 0.213837146759
Epoch: 4, Mini-batch: 7 of 45 - Energy: 9555.98317508 Time: 0.212652921677
Epoch: 4, Mini-batch: 8 of 45 - Energy: 9345.03125325 Time: 0.21395778656
Epoch: 4, Mini-batch: 9 of 45 - Energy: 10376.3656134 Time: 0.212562084198
Epoch: 4, Mini-batch: 10 of 45 - Energy: 9802.78681515 Time: 0.212795972824
Epoch: 4, Mini-batch: 11 of 45 - Energy: 9500.93078056 Time: 0.211458921432
Epoch: 4, Mini-batch: 12 of 45 - Energy: 9487.74756428 Time: 0.213459014893
Epoch: 4, Mini-batch: 13 of 45 - Energy: 9302.55070689 Time: 0.214288949966
Epoch: 4, Mini-batch: 14 of 45 - Energy: 9630.42873092 Time: 0.215533018112
Epoch: 4, Mini-batch: 15 of 45 - Energy: 9384.1639556 Time: 0.212974071503
Epoch: 4, Mini-batch: 16 of 45 - Energy: 9128.08546098 Time: 0.213186979294
Epoch: 4, Mini-batch: 17 of 45 - Energy: 9593.56255293 Time: 0.212123155594
Epoch: 4, Mini-batch: 18 of 45 - Energy: 9409.95056374 Time: 0.212608098984
Epoch: 4, Mini-batch: 19 of 45 - Energy: 9753.70291042 Time: 0.213748931885
Epoch: 4, Mini-batch: 20 of 45 - Energy: 9946.29620431 Time: 0.21394610405
Epoch: 4, Mini-batch: 21 of 45 - Energy: 9067.7548659 Time: 0.22040104866
Epoch: 4, Mini-batch: 22 of 45 - Energy: 9633.53650723 Time: 0.212820053101
Epoch: 4, Mini-batch: 23 of 45 - Energy: 9820.97437721 Time: 0.21392083168
Epoch: 4, Mini-batch: 24 of 45 - Energy: 9267.08760041 Time: 0.213017940521
Epoch: 4, Mini-batch: 25 of 45 - Energy: 9132.12310947 Time: 0.21254992485
Epoch: 4, Mini-batch: 26 of 45 - Energy: 9997.29905451 Time: 0.212609052658
Epoch: 4, Mini-batch: 27 of 45 - Energy: 9572.41941442 Time: 0.213114976883
Epoch: 4, Mini-batch: 28 of 45 - Energy: 9442.15351105 Time: 0.212495088577
Epoch: 4, Mini-batch: 29 of 45 - Energy: 9751.85315181 Time: 0.21348285675
Epoch: 4, Mini-batch: 30 of 45 - Energy: 10188.1463301 Time: 0.212978839874
Epoch: 4, Mini-batch: 31 of 45 - Energy: 9132.29891474 Time: 0.211850166321
Epoch: 4, Mini-batch: 32 of 45 - Energy: 9249.28929217 Time: 0.211228847504
Epoch: 4, Mini-batch: 33 of 45 - Energy: 9200.29432005 Time: 0.211396932602
Epoch: 4, Mini-batch: 34 of 45 - Energy: 10146.9413241 Time: 0.211936950684
Epoch: 4, Mini-batch: 35 of 45 - Energy: 10088.4731405 Time: 0.212666034698
Epoch: 4, Mini-batch: 36 of 45 - Energy: 9584.46689952 Time: 0.213709115982
Epoch: 4, Mini-batch: 37 of 45 - Energy: 10293.1544374 Time: 0.21254992485
Epoch: 4, Mini-batch: 38 of 45 - Energy: 9309.98570384 Time: 0.213530063629
Epoch: 4, Mini-batch: 39 of 45 - Energy: 9677.26243407 Time: 0.215787172318
Epoch: 4, Mini-batch: 40 of 45 - Energy: 9654.59204135 Time: 0.214632987976
Epoch: 4, Mini-batch: 41 of 45 - Energy: 10248.0884345 Time: 0.214289903641
Epoch: 4, Mini-batch: 42 of 45 - Energy: 9373.07437262 Time: 0.212560892105
Epoch: 4, Mini-batch: 43 of 45 - Energy: 9589.74019962 Time: 0.216058015823
Epoch: 4, Mini-batch: 44 of 45 - Energy: 8879.87133183 Time: 0.203799009323
Test error: 1.58761361273 Test ll: -1.94508936996
Train error: 1.54238162779 Train ll: -1.90081397191
Epoch: 5, Mini-batch: 0 of 45 - Energy: 9475.91440211 Time: 0.214883804321
Epoch: 5, Mini-batch: 1 of 45 - Energy: 9700.35423788 Time: 0.218919992447
Epoch: 5, Mini-batch: 2 of 45 - Energy: 9399.97285422 Time: 0.212297201157
Epoch: 5, Mini-batch: 3 of 45 - Energy: 9416.30866881 Time: 0.219063997269
Epoch: 5, Mini-batch: 4 of 45 - Energy: 10134.5993683 Time: 0.21404004097
Epoch: 5, Mini-batch: 5 of 45 - Energy: 9275.38659131 Time: 0.216213941574
Epoch: 5, Mini-batch: 6 of 45 - Energy: 9538.4309256 Time: 0.215831041336
Epoch: 5, Mini-batch: 7 of 45 - Energy: 9470.31673196 Time: 0.213193893433
Epoch: 5, Mini-batch: 8 of 45 - Energy: 10158.5655815 Time: 0.214463949203
Epoch: 5, Mini-batch: 9 of 45 - Energy: 9570.69927535 Time: 0.212910175323
Epoch: 5, Mini-batch: 10 of 45 - Energy: 9799.99192405 Time: 0.215343952179
Epoch: 5, Mini-batch: 11 of 45 - Energy: 9081.88047008 Time: 0.213865995407
Epoch: 5, Mini-batch: 12 of 45 - Energy: 9485.42501551 Time: 0.214041948318
Epoch: 5, Mini-batch: 13 of 45 - Energy: 9230.60224239 Time: 0.212754964828
Epoch: 5, Mini-batch: 14 of 45 - Energy: 9371.58432671 Time: 0.214671850204
Epoch: 5, Mini-batch: 15 of 45 - Energy: 9575.4239155 Time: 0.212600946426
Epoch: 5, Mini-batch: 16 of 45 - Energy: 10124.7454375 Time: 0.21368098259
Epoch: 5, Mini-batch: 17 of 45 - Energy: 9731.70291239 Time: 0.213580131531
Epoch: 5, Mini-batch: 18 of 45 - Energy: 9065.03535308 Time: 0.213627099991
Epoch: 5, Mini-batch: 19 of 45 - Energy: 9376.30081696 Time: 0.214964151382
Epoch: 5, Mini-batch: 20 of 45 - Energy: 9962.24167551 Time: 0.213803052902
Epoch: 5, Mini-batch: 21 of 45 - Energy: 9270.41276284 Time: 0.212739944458
Epoch: 5, Mini-batch: 22 of 45 - Energy: 9602.00841852 Time: 0.215652942657
Epoch: 5, Mini-batch: 23 of 45 - Energy: 9157.1797499 Time: 0.21245098114
Epoch: 5, Mini-batch: 24 of 45 - Energy: 9427.04257353 Time: 0.214152097702
Epoch: 5, Mini-batch: 25 of 45 - Energy: 9491.34556146 Time: 0.213718891144
Epoch: 5, Mini-batch: 26 of 45 - Energy: 9050.17359336 Time: 0.216664075851
Epoch: 5, Mini-batch: 27 of 45 - Energy: 9901.02127639 Time: 0.213119983673
Epoch: 5, Mini-batch: 28 of 45 - Energy: 9432.36639186 Time: 0.213730096817
Epoch: 5, Mini-batch: 29 of 45 - Energy: 9286.6249206 Time: 0.213405847549
Epoch: 5, Mini-batch: 30 of 45 - Energy: 9003.3662254 Time: 0.213437080383
Epoch: 5, Mini-batch: 31 of 45 - Energy: 9264.13600406 Time: 0.237633943558
Epoch: 5, Mini-batch: 32 of 45 - Energy: 9398.2577961 Time: 0.270141124725
Epoch: 5, Mini-batch: 33 of 45 - Energy: 9868.34992941 Time: 0.223927021027
Epoch: 5, Mini-batch: 34 of 45 - Energy: 9238.21420729 Time: 0.212394952774
Epoch: 5, Mini-batch: 35 of 45 - Energy: 9514.7825895 Time: 0.216793060303
Epoch: 5, Mini-batch: 36 of 45 - Energy: 9317.94103966 Time: 0.214355945587
Epoch: 5, Mini-batch: 37 of 45 - Energy: 9285.06327318 Time: 0.214947938919
Epoch: 5, Mini-batch: 38 of 45 - Energy: 9127.07627559 Time: 0.213344097137
Epoch: 5, Mini-batch: 39 of 45 - Energy: 9020.9505132 Time: 0.212643146515
Epoch: 5, Mini-batch: 40 of 45 - Energy: 10104.1235558 Time: 0.213795900345
Epoch: 5, Mini-batch: 41 of 45 - Energy: 9380.09304588 Time: 0.212538957596
Epoch: 5, Mini-batch: 42 of 45 - Energy: 10097.278299 Time: 0.214885950089
