('sys.path:\n', ['/home/chaoyan/Documents/DL/beta_vae_mol/bo', '/home/chaoyan/anaconda3/envs/torch41/lib/python27.zip', '/home/chaoyan/anaconda3/envs/torch41/lib/python2.7', '/home/chaoyan/anaconda3/envs/torch41/lib/python2.7/plat-linux2', '/home/chaoyan/anaconda3/envs/torch41/lib/python2.7/lib-tk', '/home/chaoyan/anaconda3/envs/torch41/lib/python2.7/lib-old', '/home/chaoyan/anaconda3/envs/torch41/lib/python2.7/lib-dynload', '/home/chaoyan/anaconda3/envs/torch41/lib/python2.7/site-packages', '/home/chaoyan/anaconda3/envs/torch41/lib/python2.7/site-packages/Theano-0.8.0-py2.7.egg', '/home/chaoyan/Documents/DL/beta_vae_mol'])
Namespace(batch_size=128, dropout=0.5, embedding_size=48, enc_bidir=True, generate_samples=False, grad_clip=5.0, latent_size=56, layer_size=512, logdir='/mnt/Data/DL/tmp/beta_vae_mol', max_len=75, n_layers=2, num_epochs=151, random_seed=3, restore='/mnt/Data/DL/tmp/beta_vae_mol/baseline/checkpoints/150', save_dir='results3', tag='', test_mode=False, wd=0.0001, weighted_loss=False)
('X_train', <type 'numpy.ndarray'>, (224510, 56))
('y_train', <type 'numpy.ndarray'>, (224510, 1))
(249456, 249456, 249456)
('load vocab from:', '../data/vacab')
Epoch: 0, Mini-batch: 20 of 45 - Energy: 11368.4700983 Time: 0.329395055771
Epoch: 0, Mini-batch: 21 of 45 - Energy: 11330.0914506 Time: 0.326324939728
Epoch: 0, Mini-batch: 22 of 45 - Energy: 11557.5322259 Time: 0.330593824387
Epoch: 0, Mini-batch: 23 of 45 - Energy: 13084.5486469 Time: 0.328232049942
Epoch: 0, Mini-batch: 24 of 45 - Energy: 11567.0436889 Time: 0.328507900238
Epoch: 0, Mini-batch: 25 of 45 - Energy: 10848.6711942 Time: 0.33327293396
Epoch: 0, Mini-batch: 26 of 45 - Energy: 11269.6079347 Time: 0.32972407341
Epoch: 0, Mini-batch: 27 of 45 - Energy: 10908.1873503 Time: 0.319105148315
Epoch: 0, Mini-batch: 28 of 45 - Energy: 11111.4355757 Time: 0.342775821686
Epoch: 0, Mini-batch: 29 of 45 - Energy: 11564.9648971 Time: 0.34129691124
Epoch: 0, Mini-batch: 30 of 45 - Energy: 11008.6659081 Time: 0.350589036942
Epoch: 0, Mini-batch: 31 of 45 - Energy: 10964.4707281 Time: 0.358763933182
Epoch: 0, Mini-batch: 32 of 45 - Energy: 10522.9103484 Time: 0.356113910675
Epoch: 0, Mini-batch: 33 of 45 - Energy: 10508.2865155 Time: 0.347414016724
Epoch: 0, Mini-batch: 34 of 45 - Energy: 10364.851604 Time: 0.354239940643
Epoch: 0, Mini-batch: 35 of 45 - Energy: 10093.8664984 Time: 0.347096920013
Epoch: 0, Mini-batch: 36 of 45 - Energy: 11009.3337799 Time: 0.362110137939
Epoch: 0, Mini-batch: 37 of 45 - Energy: 9993.85079387 Time: 0.350928068161
Epoch: 0, Mini-batch: 38 of 45 - Energy: 10451.5439675 Time: 0.355422973633
Epoch: 0, Mini-batch: 39 of 45 - Energy: 10124.3978506 Time: 0.327600955963
Epoch: 0, Mini-batch: 40 of 45 - Energy: 11027.3885448 Time: 0.330671072006
Epoch: 0, Mini-batch: 41 of 45 - Energy: 10145.2527153 Time: 0.330314874649
Epoch: 0, Mini-batch: 42 of 45 - Energy: 10613.2801291 Time: 0.326655864716
Epoch: 0, Mini-batch: 43 of 45 - Energy: 10227.7858355 Time: 0.334842920303
Epoch: 0, Mini-batch: 44 of 45 - Energy: 9303.19872275 Time: 0.308534145355
Test error: 1.62970008478 Test ll: -2.04007179309
Train error: 1.60590563182 Train ll: -2.01680190713
Epoch: 1, Mini-batch: 0 of 45 - Energy: 9429.93484237 Time: 0.329102993011
Epoch: 1, Mini-batch: 1 of 45 - Energy: 9962.29152486 Time: 0.331377029419
Epoch: 1, Mini-batch: 2 of 45 - Energy: 9848.288408 Time: 0.330821990967
Epoch: 1, Mini-batch: 3 of 45 - Energy: 10165.6244029 Time: 0.329077005386
Epoch: 1, Mini-batch: 4 of 45 - Energy: 9987.42706249 Time: 0.332798957825
Epoch: 1, Mini-batch: 5 of 45 - Energy: 9987.83651307 Time: 0.326698064804
Epoch: 1, Mini-batch: 6 of 45 - Energy: 9795.21755247 Time: 0.328886985779
Epoch: 1, Mini-batch: 7 of 45 - Energy: 9693.21477244 Time: 0.329313993454
Epoch: 1, Mini-batch: 8 of 45 - Energy: 10432.2105538 Time: 0.32981300354
Epoch: 1, Mini-batch: 9 of 45 - Energy: 10277.0700457 Time: 0.326998949051
Epoch: 1, Mini-batch: 10 of 45 - Energy: 9779.72179208 Time: 0.331179857254
Epoch: 1, Mini-batch: 11 of 45 - Energy: 10319.0750815 Time: 0.328183889389
Epoch: 1, Mini-batch: 12 of 45 - Energy: 9987.92264438 Time: 0.328738927841
Epoch: 1, Mini-batch: 13 of 45 - Energy: 10239.4946395 Time: 0.330986976624
Epoch: 1, Mini-batch: 14 of 45 - Energy: 9974.27771008 Time: 0.327018976212
Epoch: 1, Mini-batch: 15 of 45 - Energy: 9735.44308232 Time: 0.328330993652
Epoch: 1, Mini-batch: 16 of 45 - Energy: 9502.48462155 Time: 0.332908153534
Epoch: 1, Mini-batch: 17 of 45 - Energy: 9639.04907895 Time: 0.329385995865
Epoch: 1, Mini-batch: 18 of 45 - Energy: 9881.18265287 Time: 0.327399969101
Epoch: 1, Mini-batch: 19 of 45 - Energy: 9663.86524687 Time: 0.330780029297
Epoch: 1, Mini-batch: 20 of 45 - Energy: 9524.58163301 Time: 0.338442087173
Epoch: 1, Mini-batch: 21 of 45 - Energy: 10281.1339691 Time: 0.327115058899
Epoch: 1, Mini-batch: 22 of 45 - Energy: 9532.54344291 Time: 0.337551116943
Epoch: 1, Mini-batch: 23 of 45 - Energy: 9780.90903083 Time: 0.331642150879
Epoch: 1, Mini-batch: 24 of 45 - Energy: 9990.88066101 Time: 0.326778888702
Epoch: 1, Mini-batch: 25 of 45 - Energy: 10397.0278056 Time: 0.329101085663
Epoch: 1, Mini-batch: 26 of 45 - Energy: 12022.1328311 Time: 0.328295946121
Epoch: 1, Mini-batch: 27 of 45 - Energy: 9960.55715318 Time: 0.332292079926
Epoch: 1, Mini-batch: 28 of 45 - Energy: 10826.4507049 Time: 0.330285072327
Epoch: 1, Mini-batch: 29 of 45 - Energy: 10547.2416484 Time: 0.327769994736
Epoch: 1, Mini-batch: 30 of 45 - Energy: 9624.12441652 Time: 0.326699018478
Epoch: 1, Mini-batch: 31 of 45 - Energy: 9399.69889217 Time: 0.32707285881
Epoch: 1, Mini-batch: 32 of 45 - Energy: 9652.0820415 Time: 0.327894926071
Epoch: 1, Mini-batch: 33 of 45 - Energy: 9729.11637493 Time: 0.328920125961
Epoch: 1, Mini-batch: 34 of 45 - Energy: 9854.47135755 Time: 0.327667951584
Epoch: 1, Mini-batch: 35 of 45 - Energy: 9563.64974393 Time: 0.344791889191
Epoch: 1, Mini-batch: 36 of 45 - Energy: 10052.3184837 Time: 0.329465866089
Epoch: 1, Mini-batch: 37 of 45 - Energy: 9754.72740663 Time: 0.328799962997
Epoch: 1, Mini-batch: 38 of 45 - Energy: 9945.77305212 Time: 0.33406496048
Epoch: 1, Mini-batch: 39 of 45 - Energy: 9725.90529149 Time: 0.329528093338
Epoch: 1, Mini-batch: 40 of 45 - Energy: 9171.34254645 Time: 0.327408075333
Epoch: 1, Mini-batch: 41 of 45 - Energy: 9861.70997089 Time: 0.332957029343
Epoch: 1, Mini-batch: 42 of 45 - Energy: 9786.523519 Time: 0.328368902206
Epoch: 1, Mini-batch: 43 of 45 - Energy: 10376.6499349 Time: 0.329403162003
Epoch: 1, Mini-batch: 44 of 45 - Energy: 8893.44036837 Time: 0.307757854462
Test error: 1.59732541844 Test ll: -1.98714177893
Train error: 1.57042726844 Train ll: -1.96154282984
Epoch: 2, Mini-batch: 0 of 45 - Energy: 9832.08228063 Time: 0.281727075577
Epoch: 2, Mini-batch: 1 of 45 - Energy: 10120.784906 Time: 0.283625841141
Epoch: 2, Mini-batch: 2 of 45 - Energy: 9814.3381953 Time: 0.292227983475
Epoch: 2, Mini-batch: 3 of 45 - Energy: 10431.6320723 Time: 0.289258003235
Epoch: 2, Mini-batch: 4 of 45 - Energy: 9788.73663264 Time: 0.292740106583
Epoch: 2, Mini-batch: 5 of 45 - Energy: 9924.78354967 Time: 0.321783065796
Epoch: 2, Mini-batch: 6 of 45 - Energy: 9930.76105701 Time: 0.31706404686
Epoch: 2, Mini-batch: 7 of 45 - Energy: 9677.48305215 Time: 0.322037935257
Epoch: 2, Mini-batch: 8 of 45 - Energy: 9505.24975739 Time: 0.31373000145
Epoch: 2, Mini-batch: 9 of 45 - Energy: 9338.22258303 Time: 0.265305042267
Epoch: 2, Mini-batch: 10 of 45 - Energy: 9558.47766311 Time: 0.265092134476
Epoch: 2, Mini-batch: 11 of 45 - Energy: 9584.76588317 Time: 0.265527009964
Epoch: 2, Mini-batch: 12 of 45 - Energy: 9740.37745623 Time: 0.272701978683
Epoch: 2, Mini-batch: 13 of 45 - Energy: 9401.1324254 Time: 0.326130867004
Epoch: 2, Mini-batch: 14 of 45 - Energy: 9800.16884597 Time: 0.324203014374
Epoch: 2, Mini-batch: 15 of 45 - Energy: 10650.6510982 Time: 0.32463312149
Epoch: 2, Mini-batch: 16 of 45 - Energy: 11076.7256762 Time: 0.323899030685
Epoch: 2, Mini-batch: 17 of 45 - Energy: 9522.72270411 Time: 0.323894023895
Epoch: 2, Mini-batch: 18 of 45 - Energy: 9426.43600396 Time: 0.324073076248
Epoch: 2, Mini-batch: 19 of 45 - Energy: 9310.66637464 Time: 0.324448823929
Epoch: 2, Mini-batch: 20 of 45 - Energy: 9301.92306227 Time: 0.320955991745
Epoch: 2, Mini-batch: 21 of 45 - Energy: 10523.2997097 Time: 0.277961015701
Epoch: 2, Mini-batch: 22 of 45 - Energy: 9739.41025392 Time: 0.263168096542
Epoch: 2, Mini-batch: 23 of 45 - Energy: 9648.56291754 Time: 0.276067018509
Epoch: 2, Mini-batch: 24 of 45 - Energy: 9504.11840294 Time: 0.26852107048
Epoch: 2, Mini-batch: 25 of 45 - Energy: 11122.490311 Time: 0.277742862701
Epoch: 2, Mini-batch: 26 of 45 - Energy: 9600.41941393 Time: 0.275743961334
Epoch: 2, Mini-batch: 27 of 45 - Energy: 9479.48506446 Time: 0.291126012802
Epoch: 2, Mini-batch: 28 of 45 - Energy: 9574.10149698 Time: 0.298034191132
Epoch: 2, Mini-batch: 29 of 45 - Energy: 9385.49967763 Time: 0.294408082962
Epoch: 2, Mini-batch: 30 of 45 - Energy: 10081.7759645 Time: 0.295342206955
Epoch: 2, Mini-batch: 31 of 45 - Energy: 9307.33866661 Time: 0.260761976242
Epoch: 2, Mini-batch: 32 of 45 - Energy: 10027.8197119 Time: 0.26517701149
Epoch: 2, Mini-batch: 33 of 45 - Energy: 9451.02285667 Time: 0.288763999939
Epoch: 2, Mini-batch: 34 of 45 - Energy: 9270.47126523 Time: 0.291152954102
Epoch: 2, Mini-batch: 35 of 45 - Energy: 9950.1213274 Time: 0.290673017502
Epoch: 2, Mini-batch: 36 of 45 - Energy: 9965.71051657 Time: 0.285132884979
Epoch: 2, Mini-batch: 37 of 45 - Energy: 9203.85692764 Time: 0.281223058701
Epoch: 2, Mini-batch: 38 of 45 - Energy: 9305.89080841 Time: 0.290944099426
Epoch: 2, Mini-batch: 39 of 45 - Energy: 9896.36896836 Time: 0.320707082748
Epoch: 2, Mini-batch: 40 of 45 - Energy: 9651.74336207 Time: 0.28626704216
Epoch: 2, Mini-batch: 41 of 45 - Energy: 9820.43554637 Time: 0.286493062973
Epoch: 2, Mini-batch: 42 of 45 - Energy: 9661.99467114 Time: 0.321162223816
Epoch: 2, Mini-batch: 43 of 45 - Energy: 10093.7080728 Time: 0.308395147324
Epoch: 2, Mini-batch: 44 of 45 - Energy: 9288.61631179 Time: 0.296648979187
Test error: 1.58707963162 Test ll: -1.96362328265
Train error: 1.55926089079 Train ll: -1.93802049539
Epoch: 3, Mini-batch: 0 of 45 - Energy: 10281.1950349 Time: 0.274536848068
Epoch: 3, Mini-batch: 1 of 45 - Energy: 9244.81066132 Time: 0.288613080978
Epoch: 3, Mini-batch: 2 of 45 - Energy: 10107.9923317 Time: 0.289180994034
Epoch: 3, Mini-batch: 3 of 45 - Energy: 9748.04760615 Time: 0.289323091507
Epoch: 3, Mini-batch: 4 of 45 - Energy: 9500.3618797 Time: 0.289581775665
Epoch: 3, Mini-batch: 5 of 45 - Energy: 9971.95017493 Time: 0.294589996338
Epoch: 3, Mini-batch: 6 of 45 - Energy: 9522.1276094 Time: 0.291876077652
Epoch: 3, Mini-batch: 7 of 45 - Energy: 9568.63165819 Time: 0.267117023468
Epoch: 3, Mini-batch: 8 of 45 - Energy: 9401.86386416 Time: 0.258610010147
Epoch: 3, Mini-batch: 9 of 45 - Energy: 9531.59405083 Time: 0.260313987732
Epoch: 3, Mini-batch: 10 of 45 - Energy: 9678.49203282 Time: 0.253607034683
Epoch: 3, Mini-batch: 11 of 45 - Energy: 9282.32811664 Time: 0.263967990875
Epoch: 3, Mini-batch: 12 of 45 - Energy: 9739.82082882 Time: 0.259949922562
Epoch: 3, Mini-batch: 13 of 45 - Energy: 9632.45851988 Time: 0.260734081268
Epoch: 3, Mini-batch: 14 of 45 - Energy: 9425.86322943 Time: 0.255217075348
Epoch: 3, Mini-batch: 15 of 45 - Energy: 9336.53449671 Time: 0.277386903763
Epoch: 3, Mini-batch: 16 of 45 - Energy: 9454.90769721 Time: 0.263611078262
Epoch: 3, Mini-batch: 17 of 45 - Energy: 9528.76250984 Time: 0.283027172089
Epoch: 3, Mini-batch: 18 of 45 - Energy: 9379.40036696 Time: 0.28866314888
Epoch: 3, Mini-batch: 19 of 45 - Energy: 9333.03992285 Time: 0.292495965958
Epoch: 3, Mini-batch: 20 of 45 - Energy: 10400.8930381 Time: 0.292284965515
Epoch: 3, Mini-batch: 21 of 45 - Energy: 10944.063618 Time: 0.266075134277
Epoch: 3, Mini-batch: 22 of 45 - Energy: 9718.66243976 Time: 0.271955966949
Epoch: 3, Mini-batch: 23 of 45 - Energy: 9562.36141618 Time: 0.29202413559
Epoch: 3, Mini-batch: 24 of 45 - Energy: 9929.45036081 Time: 0.284986019135
Epoch: 3, Mini-batch: 25 of 45 - Energy: 9109.99035746 Time: 0.291297912598
Epoch: 3, Mini-batch: 26 of 45 - Energy: 9382.71369944 Time: 0.271423101425
Epoch: 3, Mini-batch: 27 of 45 - Energy: 9418.20156246 Time: 0.290609121323
Epoch: 3, Mini-batch: 28 of 45 - Energy: 9718.08680418 Time: 0.316020011902
Epoch: 3, Mini-batch: 29 of 45 - Energy: 9494.22746652 Time: 0.29553604126
Epoch: 3, Mini-batch: 30 of 45 - Energy: 9689.61968973 Time: 0.295597076416
Epoch: 3, Mini-batch: 31 of 45 - Energy: 9581.80375534 Time: 0.2971971035
Epoch: 3, Mini-batch: 32 of 45 - Energy: 9625.01675135 Time: 0.319801092148
Epoch: 3, Mini-batch: 33 of 45 - Energy: 9564.4099846 Time: 0.327276945114
Epoch: 3, Mini-batch: 34 of 45 - Energy: 9948.40625736 Time: 0.325819969177
Epoch: 3, Mini-batch: 35 of 45 - Energy: 9790.74325589 Time: 0.349177837372
Epoch: 3, Mini-batch: 36 of 45 - Energy: 9525.93256684 Time: 0.326632976532
Epoch: 3, Mini-batch: 37 of 45 - Energy: 9800.14815557 Time: 0.326106071472
Epoch: 3, Mini-batch: 38 of 45 - Energy: 9941.23664938 Time: 0.326185941696
Epoch: 3, Mini-batch: 39 of 45 - Energy: 9188.33593746 Time: 0.326498985291
Epoch: 3, Mini-batch: 40 of 45 - Energy: 10300.7448761 Time: 0.340047121048
Epoch: 3, Mini-batch: 41 of 45 - Energy: 9225.43141477 Time: 0.317813158035
Epoch: 3, Mini-batch: 42 of 45 - Energy: 9710.19165761 Time: 0.294137001038
Epoch: 3, Mini-batch: 43 of 45 - Energy: 10408.1334814 Time: 0.249042987823
Epoch: 3, Mini-batch: 44 of 45 - Energy: 8836.39550154 Time: 0.231539011002
Test error: 1.5781642395 Test ll: -1.94294053293
Train error: 1.55011298714 Train ll: -1.91799915687
Epoch: 4, Mini-batch: 0 of 45 - Energy: 9580.93793833 Time: 0.297449827194
Epoch: 4, Mini-batch: 1 of 45 - Energy: 9543.13557041 Time: 0.265245199203
Epoch: 4, Mini-batch: 2 of 45 - Energy: 9431.54945097 Time: 0.245656013489
Epoch: 4, Mini-batch: 3 of 45 - Energy: 9390.91279198 Time: 0.296929121017
Epoch: 4, Mini-batch: 4 of 45 - Energy: 9030.44564698 Time: 0.261464118958
Epoch: 4, Mini-batch: 5 of 45 - Energy: 9684.12632392 Time: 0.2621281147
Epoch: 4, Mini-batch: 6 of 45 - Energy: 9456.06567885 Time: 0.293560028076
Epoch: 4, Mini-batch: 7 of 45 - Energy: 9649.5835592 Time: 0.288921117783
Epoch: 4, Mini-batch: 8 of 45 - Energy: 9087.44662906 Time: 0.291059017181
Epoch: 4, Mini-batch: 9 of 45 - Energy: 9782.00615501 Time: 0.280478954315
Epoch: 4, Mini-batch: 10 of 45 - Energy: 10567.0517129 Time: 0.276681900024
Epoch: 4, Mini-batch: 11 of 45 - Energy: 9382.27199097 Time: 0.296195030212
Epoch: 4, Mini-batch: 12 of 45 - Energy: 9501.15554345 Time: 0.326003789902
Epoch: 4, Mini-batch: 13 of 45 - Energy: 9849.22543985 Time: 0.323781967163
Epoch: 4, Mini-batch: 14 of 45 - Energy: 9969.28775913 Time: 0.321638822556
Epoch: 4, Mini-batch: 15 of 45 - Energy: 9902.69004193 Time: 0.326930046082
Epoch: 4, Mini-batch: 16 of 45 - Energy: 9354.34101617 Time: 0.33272600174
Epoch: 4, Mini-batch: 17 of 45 - Energy: 9097.13429833 Time: 0.298918962479
Epoch: 4, Mini-batch: 18 of 45 - Energy: 10613.1284069 Time: 0.299873113632
Epoch: 4, Mini-batch: 19 of 45 - Energy: 9491.82924772 Time: 0.319670200348
Epoch: 4, Mini-batch: 20 of 45 - Energy: 9378.772544 Time: 0.293781042099
Epoch: 4, Mini-batch: 21 of 45 - Energy: 9501.19880899 Time: 0.288452863693
Epoch: 4, Mini-batch: 22 of 45 - Energy: 9424.78217366 Time: 0.27522611618
Epoch: 4, Mini-batch: 23 of 45 - Energy: 9647.08945662 Time: 0.260368108749
Epoch: 4, Mini-batch: 24 of 45 - Energy: 9848.78522118 Time: 0.265457868576
Epoch: 4, Mini-batch: 25 of 45 - Energy: 9557.48036522 Time: 0.257232904434
Epoch: 4, Mini-batch: 26 of 45 - Energy: 9994.43199116 Time: 0.256232976913
Epoch: 4, Mini-batch: 27 of 45 - Energy: 9353.06839069 Time: 0.276314020157
Epoch: 4, Mini-batch: 28 of 45 - Energy: 9303.66773712 Time: 0.289062976837
Epoch: 4, Mini-batch: 29 of 45 - Energy: 9427.03602862 Time: 0.287392139435
Epoch: 4, Mini-batch: 30 of 45 - Energy: 9517.02571244 Time: 0.278273105621
Epoch: 4, Mini-batch: 31 of 45 - Energy: 9378.09209693 Time: 0.351536035538
Epoch: 4, Mini-batch: 32 of 45 - Energy: 9593.4544714 Time: 0.371833086014
Epoch: 4, Mini-batch: 33 of 45 - Energy: 9825.43414674 Time: 0.379838943481
Epoch: 4, Mini-batch: 34 of 45 - Energy: 9680.13485056 Time: 0.376137971878
Epoch: 4, Mini-batch: 35 of 45 - Energy: 9748.46318409 Time: 0.370978832245
Epoch: 4, Mini-batch: 36 of 45 - Energy: 9209.77383165 Time: 0.388723134995
Epoch: 4, Mini-batch: 37 of 45 - Energy: 9432.44958308 Time: 0.369681119919
Epoch: 4, Mini-batch: 38 of 45 - Energy: 10575.8067537 Time: 0.366219997406
Epoch: 4, Mini-batch: 39 of 45 - Energy: 9247.3116853 Time: 0.375532150269
Epoch: 4, Mini-batch: 40 of 45 - Energy: 9233.84859375 Time: 0.396792888641
Epoch: 4, Mini-batch: 41 of 45 - Energy: 9438.19734352 Time: 0.390825033188
Epoch: 4, Mini-batch: 42 of 45 - Energy: 9595.87945426 Time: 0.370394945145
Epoch: 4, Mini-batch: 43 of 45 - Energy: 9793.82688376 Time: 0.373775959015
Epoch: 4, Mini-batch: 44 of 45 - Energy: 8242.90493292 Time: 0.391865968704
Test error: 1.57013468771 Test ll: -1.92470079332
Train error: 1.5414045852 Train ll: -1.90000576757
Epoch: 5, Mini-batch: 0 of 45 - Energy: 9678.36974414 Time: 0.37030506134
Epoch: 5, Mini-batch: 1 of 45 - Energy: 9104.33308282 Time: 0.373751878738
Epoch: 5, Mini-batch: 2 of 45 - Energy: 9410.95835182 Time: 0.354219913483
Epoch: 5, Mini-batch: 3 of 45 - Energy: 9182.68985963 Time: 0.356169939041
Epoch: 5, Mini-batch: 4 of 45 - Energy: 9581.73216952 Time: 0.376726865768
Epoch: 5, Mini-batch: 5 of 45 - Energy: 9217.37036137 Time: 0.354506015778
Epoch: 5, Mini-batch: 6 of 45 - Energy: 9792.85344679 Time: 0.373134851456
Epoch: 5, Mini-batch: 7 of 45 - Energy: 9610.7266066 Time: 0.381431818008
Epoch: 5, Mini-batch: 8 of 45 - Energy: 9428.85121213 Time: 0.366767883301
Epoch: 5, Mini-batch: 9 of 45 - Energy: 9634.7947961 Time: 0.299986124039
Epoch: 5, Mini-batch: 10 of 45 - Energy: 9604.47705541 Time: 0.350148916245
Epoch: 5, Mini-batch: 11 of 45 - Energy: 9476.86931607 Time: 0.330112934113
Epoch: 5, Mini-batch: 12 of 45 - Energy: 9310.69570142 Time: 0.335733890533
Epoch: 5, Mini-batch: 13 of 45 - Energy: 9584.00542613 Time: 0.33783197403
Epoch: 5, Mini-batch: 14 of 45 - Energy: 9375.9523493 Time: 0.342535972595
Epoch: 5, Mini-batch: 15 of 45 - Energy: 9066.34509805 Time: 0.33950304985
Epoch: 5, Mini-batch: 16 of 45 - Energy: 9242.03638614 Time: 0.340367078781
Epoch: 5, Mini-batch: 17 of 45 - Energy: 10429.6912585 Time: 0.336944818497
Epoch: 5, Mini-batch: 18 of 45 - Energy: 10068.8988973 Time: 0.335510015488
Epoch: 5, Mini-batch: 19 of 45 - Energy: 9233.71319386 Time: 0.342242002487
Epoch: 5, Mini-batch: 20 of 45 - Energy: 10008.2142687 Time: 0.339848995209
Epoch: 5, Mini-batch: 21 of 45 - Energy: 9132.48210683 Time: 0.353559970856
Epoch: 5, Mini-batch: 22 of 45 - Energy: 9239.02725864 Time: 0.336758136749
Epoch: 5, Mini-batch: 23 of 45 - Energy: 9523.2771217 Time: 0.345443964005
Epoch: 5, Mini-batch: 24 of 45 - Energy: 9355.51440372 Time: 0.451321125031
Epoch: 5, Mini-batch: 25 of 45 - Energy: 9978.77635914 Time: 0.34295797348
Epoch: 5, Mini-batch: 26 of 45 - Energy: 9699.59449006 Time: 0.340939044952
Epoch: 5, Mini-batch: 27 of 45 - Energy: 9940.91111216 Time: 0.336859941483
Epoch: 5, Mini-batch: 28 of 45 - Energy: 9696.61091183 Time: 0.342468976974
Epoch: 5, Mini-batch: 29 of 45 - Energy: 9118.06341393 Time: 0.33661198616
Epoch: 5, Mini-batch: 30 of 45 - Energy: 9295.19543535 Time: 0.33467912674
Epoch: 5, Mini-batch: 31 of 45 - Energy: 9169.11144401 Time: 0.346316814423
Epoch: 5, Mini-batch: 32 of 45 - Energy: 9339.7256362 Time: 0.349419116974
Epoch: 5, Mini-batch: 33 of 45 - Energy: 9800.05220318 Time: 0.373276948929
Epoch: 5, Mini-batch: 34 of 45 - Energy: 9166.69347613 Time: 0.353399038315
Epoch: 5, Mini-batch: 35 of 45 - Energy: 9068.82500191 Time: 0.362092018127
Epoch: 5, Mini-batch: 36 of 45 - Energy: 9145.69674648 Time: 0.364305019379
Epoch: 5, Mini-batch: 37 of 45 - Energy: 9156.33698336 Time: 0.352164030075
Epoch: 5, Mini-batch: 38 of 45 - Energy: 9515.99248039 Time: 0.371798038483
Epoch: 5, Mini-batch: 39 of 45 - Energy: 9171.78376571 Time: 0.355003118515
Epoch: 5, Mini-batch: 40 of 45 - Energy: 9452.2635438 Time: 0.362303972244
Epoch: 5, Mini-batch: 41 of 45 - Energy: 9697.80333324 Time: 0.363070964813
Epoch: 5, Mini-batch: 42 of 45 - Energy: 10422.1009323 Time: 0.346081972122
